DATE,MORTGAGE30US
4/2/1971,7.33
4/9/1971,7.31
4/16/1971,7.31
4/23/1971,7.31
4/30/1971,7.29
5/7/1971,7.38
5/14/1971,7.42
5/21/1971,7.44
5/28/1971,7.46
6/4/1971,7.52
6/11/1971,7.52
6/18/1971,7.54
6/25/1971,7.54
7/2/1971,7.54
7/9/1971,7.54
7/16/1971,7.6
7/23/1971,7.65
7/30/1971,7.69
8/6/1971,7.66
8/13/1971,7.73
8/20/1971,7.71
8/27/1971,7.69
9/3/1971,7.71
9/10/1971,7.67
9/17/1971,7.7
9/24/1971,7.67
10/1/1971,7.67
10/8/1971,7.63
10/15/1971,7.63
10/22/1971,7.58
10/29/1971,7.63
11/5/1971,7.59
11/12/1971,7.56
11/19/1971,7.54
11/26/1971,7.51
12/3/1971,7.49
12/10/1971,7.47
12/17/1971,7.48
12/24/1971,7.48
12/31/1971,7.48
1/7/1972,7.46
1/14/1972,7.46
1/21/1972,7.43
1/28/1972,7.4
2/4/1972,7.35
2/11/1972,7.33
2/18/1972,7.31
2/25/1972,7.31
3/3/1972,7.32
3/10/1972,7.32
3/17/1972,7.31
3/24/1972,7.31
3/31/1972,7.23
4/7/1972,7.25
4/14/1972,7.29
4/21/1972,7.29
4/28/1972,7.33
5/5/1972,7.33
5/12/1972,7.38
5/19/1972,7.38
5/26/1972,7.4
6/2/1972,7.36
6/9/1972,7.38
6/16/1972,7.38
6/23/1972,7.36
6/30/1972,7.38
7/7/1972,7.38
7/14/1972,7.4
7/21/1972,7.4
7/28/1972,7.4
8/4/1972,7.35
8/11/1972,7.41
8/18/1972,7.42
8/25/1972,7.42
9/1/1972,7.42
9/8/1972,7.42
9/15/1972,7.42
9/22/1972,7.41
9/29/1972,7.43
10/6/1972,7.41
10/13/1972,7.41
10/20/1972,7.44
10/27/1972,7.42
11/3/1972,7.43
11/10/1972,7.42
11/17/1972,7.42
11/24/1972,7.44
12/1/1972,7.45
12/8/1972,7.43
12/15/1972,7.43
12/22/1972,7.45
12/29/1972,7.45
1/5/1973,7.44
1/12/1973,7.44
1/19/1973,7.44
1/26/1973,7.43
2/2/1973,7.43
2/9/1973,7.43
2/16/1973,7.45
2/23/1973,7.45
3/2/1973,7.45
3/9/1973,7.45
3/16/1973,7.45
3/23/1973,7.45
3/30/1973,7.49
4/6/1973,7.51
4/13/1973,7.54
4/20/1973,7.56
4/27/1973,7.56
5/4/1973,7.58
5/11/1973,7.64
5/18/1973,7.69
5/24/1973,7.7
6/1/1973,7.7
6/8/1973,7.73
6/15/1973,7.73
6/22/1973,7.75
6/29/1973,7.76
7/6/1973,7.89
7/13/1973,8.01
7/20/1973,8.12
7/27/1973,8.18
8/3/1973,8.26
8/10/1973,8.4
8/17/1973,8.55
8/24/1973,8.61
8/31/1973,8.66
9/7/1973,8.77
9/14/1973,8.81
9/21/1973,8.83
9/28/1973,8.85
10/5/1973,8.82
10/12/1973,8.83
10/19/1973,8.75
10/26/1973,8.68
11/2/1973,8.62
11/9/1973,8.59
11/16/1973,8.58
11/23/1973,8.57
11/30/1973,8.55
12/7/1973,8.53
12/14/1973,8.53
12/21/1973,8.53
12/28/1973,8.56
1/4/1974,8.56
1/11/1974,8.53
1/18/1974,8.55
1/25/1974,8.52
2/1/1974,8.48
2/8/1974,8.46
2/15/1974,8.46
2/22/1974,8.42
3/1/1974,8.41
3/8/1974,8.41
3/15/1974,8.4
3/22/1974,8.4
3/29/1974,8.41
4/5/1974,8.44
4/12/1974,8.53
4/19/1974,8.63
4/26/1974,8.73
5/3/1974,8.87
5/10/1974,8.98
5/17/1974,8.97
5/24/1974,9.01
5/31/1974,9.03
6/7/1974,9.06
6/14/1974,9.11
6/21/1974,9.07
6/28/1974,9.1
7/5/1974,9.14
7/12/1974,9.19
7/19/1974,9.37
7/26/1974,9.42
8/2/1974,9.47
8/9/1974,9.5
8/16/1974,9.6
8/23/1974,9.62
8/30/1974,9.74
9/6/1974,9.88
9/13/1974,9.92
9/20/1974,10
9/27/1974,10.03
10/4/1974,10.02
10/11/1974,9.96
10/18/1974,9.99
10/25/1974,9.94
11/1/1974,9.87
11/8/1974,9.81
11/15/1974,9.81
11/22/1974,9.73
11/29/1974,9.72
12/6/1974,9.69
12/13/1974,9.63
12/20/1974,9.58
12/27/1974,9.56
1/3/1975,9.6
1/10/1975,9.49
1/17/1975,9.43
1/24/1975,9.35
1/31/1975,9.29
2/7/1975,9.2
2/14/1975,9.13
2/21/1975,9.07
2/28/1975,9.02
3/7/1975,9
3/14/1975,8.89
3/21/1975,8.86
3/28/1975,8.86
4/4/1975,8.83
4/11/1975,8.81
4/18/1975,8.8
4/25/1975,8.84
5/2/1975,8.92
5/9/1975,8.88
5/16/1975,8.92
5/23/1975,8.92
5/30/1975,8.89
6/6/1975,8.89
6/13/1975,8.9
6/20/1975,8.88
6/27/1975,8.9
7/3/1975,8.88
7/11/1975,8.9
7/18/1975,8.89
7/25/1975,8.89
8/1/1975,8.89
8/8/1975,8.89
8/15/1975,8.93
8/22/1975,8.98
8/29/1975,9.02
9/5/1975,9.08
9/12/1975,9.16
9/19/1975,9.14
9/26/1975,9.14
10/3/1975,9.2
10/10/1975,9.21
10/17/1975,9.21
10/24/1975,9.26
10/31/1975,9.24
11/7/1975,9.19
11/14/1975,9.16
11/21/1975,9.12
11/28/1975,9.11
12/5/1975,9.11
12/12/1975,9.11
12/19/1975,9.08
12/26/1975,9.09
1/2/1976,9.1
1/9/1976,9.07
1/16/1976,9.01
1/23/1976,9
1/30/1976,8.9
2/6/1976,8.86
2/13/1976,8.83
2/20/1976,8.81
2/27/1976,8.75
3/5/1976,8.77
3/12/1976,8.75
3/19/1976,8.75
3/26/1976,8.75
4/2/1976,8.7
4/9/1976,8.7
4/16/1976,8.75
4/23/1976,8.75
4/30/1976,8.75
5/7/1976,8.75
5/14/1976,8.75
5/21/1976,8.78
5/28/1976,8.78
6/4/1976,8.78
6/11/1976,8.83
6/18/1976,8.88
6/25/1976,8.9
7/2/1976,8.93
7/9/1976,8.93
7/16/1976,8.93
7/23/1976,8.9
7/30/1976,8.98
8/6/1976,9
8/13/1976,9
8/20/1976,9
8/27/1976,9
9/3/1976,9
9/10/1976,8.97
9/17/1976,8.97
9/24/1976,8.97
10/1/1976,8.9
10/8/1976,8.95
10/15/1976,8.95
10/22/1976,8.95
10/29/1976,8.9
11/5/1976,8.85
11/12/1976,8.8
11/19/1976,8.8
11/26/1976,8.8
12/3/1976,8.8
12/10/1976,8.8
12/17/1976,8.8
12/24/1976,8.78
12/31/1976,8.78
1/7/1977,8.7
1/14/1977,8.73
1/21/1977,8.73
1/28/1977,8.73
2/4/1977,8.68
2/11/1977,8.7
2/18/1977,8.65
2/25/1977,8.65
3/4/1977,8.65
3/11/1977,8.7
3/18/1977,8.7
3/25/1977,8.7
4/1/1977,8.7
4/8/1977,8.75
4/15/1977,8.75
4/22/1977,8.78
4/29/1977,8.78
5/6/1977,8.78
5/13/1977,8.83
5/20/1977,8.85
5/27/1977,8.85
6/3/1977,8.85
6/10/1977,8.85
6/17/1977,8.85
6/24/1977,8.88
7/1/1977,8.95
7/8/1977,8.93
7/15/1977,8.95
7/22/1977,8.95
7/29/1977,8.93
8/5/1977,8.95
8/12/1977,8.95
8/19/1977,8.93
8/26/1977,8.93
9/2/1977,8.88
9/9/1977,8.9
9/16/1977,8.9
9/23/1977,8.9
9/30/1977,8.9
10/7/1977,8.93
10/14/1977,8.93
10/21/1977,8.93
10/28/1977,8.9
11/4/1977,8.9
11/11/1977,8.93
11/18/1977,8.93
11/25/1977,8.93
12/2/1977,8.95
12/9/1977,8.95
12/16/1977,8.95
12/23/1977,8.95
12/30/1977,9
1/6/1978,9
1/13/1978,9.03
1/20/1978,8.98
1/27/1978,9.05
2/3/1978,9.13
2/10/1978,9.15
2/17/1978,9.15
2/24/1978,9.15
3/3/1978,9.15
3/10/1978,9.15
3/17/1978,9.23
3/24/1978,9.23
3/31/1978,9.25
4/7/1978,9.28
4/14/1978,9.33
4/21/1978,9.38
4/28/1978,9.43
5/5/1978,9.48
5/12/1978,9.55
5/19/1978,9.58
5/26/1978,9.68
6/2/1978,9.68
6/9/1978,9.7
6/16/1978,9.73
6/23/1978,9.7
6/30/1978,9.73
7/7/1978,9.73
7/14/1978,9.73
7/21/1978,9.75
7/28/1978,9.75
8/4/1978,9.78
8/11/1978,9.78
8/18/1978,9.78
8/25/1978,9.8
9/1/1978,9.75
9/8/1978,9.75
9/15/1978,9.75
9/22/1978,9.75
9/29/1978,9.78
10/6/1978,9.85
10/13/1978,9.85
10/20/1978,9.85
10/27/1978,9.88
11/3/1978,9.9
11/10/1978,10.05
11/17/1978,10.2
11/24/1978,10.28
12/1/1978,10.3
12/8/1978,10.35
12/15/1978,10.35
12/22/1978,10.35
12/29/1978,10.38
1/5/1979,10.38
1/12/1979,10.38
1/19/1979,10.4
1/26/1979,10.4
2/2/1979,10.4
2/9/1979,10.43
2/16/1979,10.4
2/23/1979,10.4
3/2/1979,10.43
3/9/1979,10.4
3/16/1979,10.4
3/23/1979,10.45
3/30/1979,10.45
4/6/1979,10.48
4/13/1979,10.48
4/20/1979,10.5
4/27/1979,10.53
5/4/1979,10.6
5/11/1979,10.68
5/18/1979,10.73
5/25/1979,10.75
6/1/1979,10.9
6/8/1979,11.03
6/15/1979,11.05
6/22/1979,11.1
6/29/1979,11.1
7/6/1979,11.13
7/13/1979,11.08
7/20/1979,11.08
7/27/1979,11.08
8/3/1979,11.08
8/10/1979,11.08
8/17/1979,11.08
8/24/1979,11.1
8/31/1979,11.13
9/7/1979,11.2
9/14/1979,11.3
9/21/1979,11.35
9/28/1979,11.35
10/5/1979,11.35
10/12/1979,11.45
10/19/1979,11.75
10/26/1979,12
11/2/1979,12.8
11/9/1979,12.85
11/16/1979,12.8
11/23/1979,12.8
11/30/1979,12.9
12/7/1979,12.9
12/14/1979,12.9
12/21/1979,12.9
12/28/1979,12.9
1/4/1980,12.85
1/11/1980,12.9
1/18/1980,12.87
1/25/1980,12.89
2/1/1980,12.85
2/8/1980,12.85
2/15/1980,12.88
2/22/1980,13.03
2/29/1980,13.59
3/7/1980,14
3/14/1980,15.4
3/21/1980,15.7
3/28/1980,16.03
4/4/1980,16.35
4/11/1980,16.35
4/18/1980,16.35
4/25/1980,16.25
5/2/1980,15.9
5/9/1980,14.68
5/16/1980,14.15
5/23/1980,13.38
5/30/1980,13.2
6/6/1980,13.06
6/13/1980,12.85
6/20/1980,12.58
6/27/1980,12.35
7/4/1980,12.18
7/11/1980,12.23
7/18/1980,12.18
7/25/1980,12.18
8/1/1980,12.25
8/8/1980,12.25
8/15/1980,12.55
8/22/1980,12.8
8/29/1980,12.95
9/5/1980,13.03
9/12/1980,13.08
9/19/1980,13.25
9/26/1980,13.43
10/3/1980,13.6
10/10/1980,13.73
10/17/1980,13.78
10/24/1980,13.85
10/31/1980,14
11/7/1980,14.08
11/14/1980,14.18
11/21/1980,14.28
11/28/1980,14.28
12/5/1980,14.43
12/12/1980,14.83
12/19/1980,14.95
12/26/1980,14.95
1/2/1981,14.95
1/9/1981,14.8
1/16/1981,14.85
1/23/1981,14.85
1/30/1981,15.07
2/6/1981,15
2/13/1981,15.03
2/20/1981,15.2
2/27/1981,15.3
3/6/1981,15.4
3/13/1981,15.4
3/20/1981,15.4
3/27/1981,15.4
4/3/1981,15.4
4/10/1981,15.5
4/17/1981,15.65
4/24/1981,15.77
5/1/1981,15.82
5/8/1981,16.12
5/15/1981,16.64
5/22/1981,16.63
5/29/1981,16.8
6/5/1981,16.76
6/12/1981,16.69
6/19/1981,16.71
6/26/1981,16.62
7/3/1981,16.64
7/10/1981,16.79
7/17/1981,16.74
7/24/1981,16.88
7/31/1981,17.11
8/7/1981,17.13
8/14/1981,17.27
8/21/1981,17.26
8/28/1981,17.48
9/4/1981,17.79
9/11/1981,18.22
9/18/1981,18.27
9/25/1981,18.36
10/2/1981,18.28
10/9/1981,18.63
10/16/1981,18.53
10/21/1981,18.39
10/30/1981,18.44
11/6/1981,18.37
11/13/1981,18.02
11/20/1981,17.7
11/27/1981,17.21
12/4/1981,16.9
12/11/1981,16.94
12/18/1981,16.9
12/25/1981,16.95
12/31/1981,17.04
1/8/1982,17.3
1/15/1982,17.44
1/22/1982,17.61
1/29/1982,17.59
2/5/1982,17.56
2/12/1982,17.65
2/19/1982,17.66
2/26/1982,17.52
3/5/1982,17.29
3/12/1982,17.19
3/19/1982,17.12
3/26/1982,17.04
4/2/1982,16.95
4/9/1982,16.91
4/16/1982,16.93
4/23/1982,16.86
4/30/1982,16.81
5/7/1982,16.78
5/14/1982,16.63
5/21/1982,16.67
5/28/1982,16.63
6/4/1982,16.65
6/11/1982,16.7
6/18/1982,16.71
6/25/1982,16.73
7/2/1982,16.87
7/9/1982,16.93
7/16/1982,16.88
7/23/1982,16.75
7/30/1982,16.65
8/6/1982,16.55
8/13/1982,16.44
8/20/1982,16.21
8/27/1982,15.88
9/3/1982,15.59
9/10/1982,15.56
9/17/1982,15.38
9/24/1982,15.19
10/1/1982,15.13
10/8/1982,14.96
10/15/1982,14.6
10/22/1982,14.2
10/29/1982,14.15
11/5/1982,13.91
11/12/1982,13.84
11/19/1982,13.78
11/26/1982,13.77
12/3/1982,13.66
12/10/1982,13.66
12/17/1982,13.63
12/24/1982,13.6
12/31/1982,13.57
1/7/1983,13.46
1/14/1983,13.31
1/21/1983,13.12
1/28/1983,13.1
2/4/1983,13.06
2/11/1983,13.06
2/18/1983,13.07
2/25/1983,12.98
3/4/1983,12.74
3/11/1983,12.79
3/18/1983,12.81
3/25/1983,12.86
4/1/1983,12.82
4/8/1983,12.82
4/15/1983,12.79
4/22/1983,12.75
4/29/1983,12.73
5/6/1983,12.71
5/13/1983,12.59
5/20/1983,12.55
5/27/1983,12.68
6/3/1983,12.74
6/10/1983,12.82
6/17/1983,12.96
6/24/1983,12.96
7/1/1983,13.08
7/8/1983,13.3
7/15/1983,13.5
7/22/1983,13.58
7/29/1983,13.65
8/5/1983,13.73
8/12/1983,13.84
8/19/1983,13.89
8/26/1983,13.78
9/2/1983,13.77
9/9/1983,13.77
9/16/1983,13.72
9/23/1983,13.72
9/30/1983,13.65
10/7/1983,13.59
10/14/1983,13.6
10/21/1983,13.52
10/28/1983,13.43
11/4/1983,13.42
11/11/1983,13.47
11/18/1983,13.42
11/25/1983,13.43
12/2/1983,13.41
12/9/1983,13.38
12/16/1983,13.42
12/23/1983,13.46
12/30/1983,13.43
1/6/1984,13.43
1/13/1984,13.4
1/20/1984,13.35
1/27/1984,13.29
2/3/1984,13.26
2/10/1984,13.23
2/17/1984,13.19
2/24/1984,13.25
3/2/1984,13.23
3/9/1984,13.3
3/16/1984,13.37
3/23/1984,13.48
3/30/1984,13.55
4/6/1984,13.63
4/13/1984,13.58
4/20/1984,13.67
4/27/1984,13.73
5/4/1984,13.78
5/11/1984,13.87
5/18/1984,14.04
5/25/1984,14.08
6/1/1984,14.29
6/8/1984,14.33
6/15/1984,14.47
6/22/1984,14.49
6/29/1984,14.5
7/6/1984,14.66
7/13/1984,14.68
7/20/1984,14.66
7/27/1984,14.67
8/3/1984,14.68
8/10/1984,14.54
8/17/1984,14.39
8/24/1984,14.36
8/31/1984,14.38
9/7/1984,14.42
9/14/1984,14.43
9/21/1984,14.29
9/28/1984,14.26
10/5/1984,14.18
10/12/1984,14.19
10/19/1984,14.1
10/26/1984,14.05
11/2/1984,13.85
11/9/1984,13.74
11/16/1984,13.63
11/23/1984,13.55
11/30/1984,13.42
12/7/1984,13.2
12/14/1984,13.2
12/21/1984,13.18
12/28/1984,13.14
1/4/1985,13.1
1/11/1985,13.12
1/18/1985,13.12
1/25/1985,12.96
2/1/1985,12.93
2/8/1985,12.91
2/15/1985,12.9
2/22/1985,12.94
3/1/1985,13.02
3/8/1985,13.1
3/15/1985,13.2
3/22/1985,13.24
3/29/1985,13.29
4/5/1985,13.27
4/12/1985,13.23
4/19/1985,13.16
4/26/1985,13.12
5/3/1985,13.07
5/10/1985,13.02
5/17/1985,12.94
5/24/1985,12.83
5/31/1985,12.71
6/7/1985,12.39
6/14/1985,12.27
6/21/1985,12.05
6/28/1985,12.15
7/5/1985,12.13
7/12/1985,12.03
7/19/1985,11.94
7/26/1985,12.03
8/2/1985,12.17
8/9/1985,12.23
8/16/1985,12.24
8/23/1985,12.18
8/30/1985,12.11
9/6/1985,12.15
9/13/1985,12.24
9/20/1985,12.21
9/27/1985,12.17
10/4/1985,12.17
10/11/1985,12.17
10/18/1985,12.13
10/25/1985,12.07
11/1/1985,12.01
11/8/1985,11.9
11/15/1985,11.79
11/22/1985,11.64
11/29/1985,11.58
12/6/1985,11.5
12/13/1985,11.31
12/20/1985,11.14
12/27/1985,11.09
1/3/1986,10.81
1/10/1986,10.77
1/17/1986,10.99
1/24/1986,10.97
1/31/1986,10.89
2/7/1986,10.85
2/14/1986,10.8
2/21/1986,10.68
2/28/1986,10.51
3/7/1986,10.2
3/14/1986,10.01
3/21/1986,10.01
3/28/1986,10.1
4/4/1986,9.99
4/11/1986,9.98
4/18/1986,9.92
4/25/1986,9.86
5/2/1986,9.9
5/9/1986,10
5/16/1986,10.08
5/23/1986,10.36
5/30/1986,10.38
6/6/1986,10.74
6/13/1986,10.76
6/20/1986,10.61
6/27/1986,10.62
7/4/1986,10.61
7/11/1986,10.59
7/18/1986,10.43
7/25/1986,10.4
8/1/1986,10.4
8/8/1986,10.4
8/15/1986,10.23
8/22/1986,10.04
8/29/1986,9.93
9/5/1986,9.9
9/12/1986,9.96
9/19/1986,10.07
9/26/1986,10.1
10/3/1986,10.08
10/10/1986,9.99
10/17/1986,9.96
10/24/1986,9.95
10/31/1986,9.89
11/7/1986,9.83
11/14/1986,9.81
11/21/1986,9.64
11/28/1986,9.5
12/5/1986,9.3
12/12/1986,9.35
12/19/1986,9.3
12/26/1986,9.29
1/2/1987,9.37
1/9/1987,9.32
1/16/1987,9.21
1/23/1987,9.04
1/30/1987,9.08
2/6/1987,9.06
2/13/1987,9.09
2/20/1987,9.11
2/27/1987,9.07
3/6/1987,9.03
3/13/1987,9.05
3/20/1987,9.03
3/27/1987,9.03
4/3/1987,9.26
4/10/1987,9.43
4/17/1987,10.27
4/24/1987,10.37
5/1/1987,10.47
5/8/1987,10.52
5/15/1987,10.48
5/22/1987,10.81
5/29/1987,10.7
6/5/1987,10.7
6/12/1987,10.66
6/19/1987,10.44
6/26/1987,10.35
7/3/1987,10.36
7/10/1987,10.3
7/17/1987,10.23
7/24/1987,10.23
7/31/1987,10.27
8/7/1987,10.35
8/14/1987,10.34
8/21/1987,10.3
8/28/1987,10.33
9/4/1987,10.63
9/11/1987,10.91
9/18/1987,10.99
9/25/1987,11.02
10/2/1987,11.18
10/9/1987,11.21
10/16/1987,11.58
10/23/1987,11.36
10/30/1987,10.97
11/6/1987,10.79
11/13/1987,10.66
11/20/1987,10.6
11/27/1987,10.55
12/4/1987,10.6
12/11/1987,10.66
12/18/1987,10.69
12/25/1987,10.64
12/31/1987,10.61
1/8/1988,10.5
1/15/1988,10.53
1/22/1988,10.34
1/29/1988,10.16
2/5/1988,9.94
2/12/1988,9.84
2/19/1988,9.92
2/26/1988,9.87
3/4/1988,9.85
